case_id,activities,resources,months,trace_attr_seriousness,trace_attr_customer,trace_attr_seriousness_2,"y_('>>', 'Assign seriousness')","y_('Create SW anomaly', '>>')","y_('Require upgrade', '>>')","y_('Resolve ticket', '>>')","y_('Take in charge ticket', '>>')","y_('Wait', '>>')"
"('Case 1179', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,353,0,0,0,0,0,0,0
"('Case 1179', 3)","[1, 12, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 16, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,353,0,0,0,0,0,0,0
"('Case 1179', 4)","[1, 12, 14, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 16, 17, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 3, 3, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,353,0,0,0,0,0,0,0
"('Case 1179', 5)","[1, 12, 14, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 16, 17, 17, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 3, 3, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,353,0,0,0,0,0,0,0
"('Case 118', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,365,1,0,0,0,0,0,0
"('Case 118', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,365,1,0,0,0,0,0,0
"('Case 118', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 23, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,365,1,0,0,0,0,0,0
"('Case 118', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 12, 12, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 23, 23, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,365,1,0,0,0,0,0,0
"('Case 1180', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,187,1,0,0,0,0,0,1
"('Case 1180', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[38, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,187,1,0,0,0,0,0,1
"('Case 1180', 3)","[1, 12, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[38, 42, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,187,1,0,0,0,0,0,0
"('Case 1180', 4)","[1, 12, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[38, 42, 42, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,187,1,0,0,0,0,0,0
"('Case 1180', 5)","[1, 12, 14, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[38, 42, 42, 42, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,187,1,0,0,0,0,0,0
"('Case 1180', 6)","[1, 12, 14, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 4, 4, 4, 4, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[38, 42, 42, 42, 42, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,187,1,0,0,0,0,0,0
"('Case 1181', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,43,1,0,0,0,0,0,0
"('Case 1181', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,43,1,0,0,0,0,0,0
"('Case 1181', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,43,1,0,0,0,0,0,0
"('Case 1181', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 12, 12, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 20, 20, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,43,1,0,0,0,0,0,0
"('Case 1182', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,348,0,0,0,0,0,0,0
"('Case 1182', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,348,0,0,0,0,0,0,0
"('Case 1182', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 21, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 23, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,348,0,0,0,0,0,0,0
"('Case 1182', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 21, 12, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 23, 23, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,348,0,0,0,0,0,0,0
"('Case 1183', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,379,1,0,0,0,0,0,1
"('Case 1183', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[38, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,379,1,0,0,0,0,0,1
"('Case 1183', 3)","[1, 12, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 22, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[38, 38, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,379,1,0,0,0,0,0,0
"('Case 1183', 4)","[1, 12, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 22, 22, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[38, 38, 38, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,379,1,0,0,0,0,0,0
"('Case 1183', 5)","[1, 12, 14, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 22, 22, 22, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[38, 38, 38, 38, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,379,1,0,0,0,0,0,0
"('Case 1183', 6)","[1, 12, 14, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 22, 22, 22, 22, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[38, 38, 38, 38, 38, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,379,1,0,0,0,0,0,0
"('Case 1184', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,55,0,0,0,0,0,0,0
"('Case 1184', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[30, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,55,0,0,0,0,0,0,0
"('Case 1184', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[30, 30, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,55,0,0,0,0,0,0,0
"('Case 1184', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 12, 12, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[30, 30, 30, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,55,0,0,0,0,0,0,0
"('Case 1185', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,67,0,0,0,0,0,0,0
"('Case 1185', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[44, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,67,0,0,0,0,0,0,0
"('Case 1185', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 17, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[44, 44, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,67,0,0,0,0,0,0,0
"('Case 1185', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 17, 5, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[44, 44, 44, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,67,0,0,0,0,0,0,0
"('Case 1186', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,37,0,0,0,0,0,0,0
"('Case 1186', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,37,0,0,0,0,0,0,0
"('Case 1186', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,37,0,0,0,0,0,0,0
"('Case 1186', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 12, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2, 2, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,37,0,0,0,0,0,0,0
"('Case 1187', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,67,0,0,0,0,0,0,0
"('Case 1187', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[40, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,67,0,0,0,0,0,0,0
"('Case 1187', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[40, 40, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,67,0,0,0,0,0,0,0
"('Case 1187', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 5, 5, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[40, 40, 40, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,67,0,0,0,0,0,0,0
"('Case 1188', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,1,0,0,0,0,0,0
"('Case 1188', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[32, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,1,0,0,0,0,0,0
"('Case 1188', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[32, 32, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,1,0,0,0,0,0,0
"('Case 1188', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[32, 32, 32, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,1,0,0,0,0,0,0
"('Case 1189', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,357,1,0,0,0,0,0,1
"('Case 1189', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,357,1,0,0,0,0,0,1
"('Case 1189', 3)","[1, 12, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 22, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 23, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,357,1,0,0,0,0,0,0
"('Case 1189', 4)","[1, 12, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 22, 22, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 23, 23, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,357,1,0,0,0,0,0,0
"('Case 1189', 5)","[1, 12, 14, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 22, 22, 22, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 23, 23, 27, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,357,1,0,0,0,0,0,0
"('Case 1189', 6)","[1, 12, 14, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 22, 22, 22, 22, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 23, 23, 27, 27, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,357,1,0,0,0,0,0,0
"('Case 119', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,1,0,0,0,0,0,0
"('Case 119', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,1,0,0,0,0,0,0
"('Case 119', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 19, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,1,0,0,0,0,0,0
"('Case 119', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 19, 19, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 10, 10, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,1,0,0,0,0,0,0
"('Case 1190', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,136,0,0,0,0,1,0,0
"('Case 1190', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,136,0,0,0,0,1,0,0
"('Case 1190', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,136,0,0,0,0,0,0,0
"('Case 1190', 4)","[1, 12, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,136,0,0,0,0,0,0,0
"('Case 1190', 5)","[1, 12, 10, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 15, 15, 15, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,136,0,0,0,0,0,0,0
"('Case 1191', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,1,0,0,0,0,0,1
"('Case 1191', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[18, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,1,0,0,0,0,0,1
"('Case 1191', 3)","[1, 12, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[18, 18, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,1,0,0,0,0,0,0
"('Case 1191', 4)","[1, 12, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 8, 8, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[18, 18, 18, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,1,0,0,0,0,0,0
"('Case 1191', 5)","[1, 12, 14, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 8, 8, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[18, 18, 18, 18, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,1,0,0,0,0,0,0
"('Case 1191', 6)","[1, 12, 14, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 8, 8, 4, 4, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[18, 18, 18, 18, 18, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,1,0,0,0,0,0,0
"('Case 1192', 1)","[12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,67,1,0,0,0,0,0,0
"('Case 1192', 2)","[12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[24, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,67,1,0,0,0,0,0,0
"('Case 1192', 3)","[12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 12, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[24, 24, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,67,1,0,0,0,0,0,0
"('Case 1193', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,347,1,0,0,0,0,0,0
"('Case 1193', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[16, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,347,1,0,0,0,0,0,0
"('Case 1193', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[16, 21, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,347,1,0,0,0,0,0,0
"('Case 1193', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 1, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[16, 21, 21, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,347,1,0,0,0,0,0,0
"('Case 1194', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,188,1,0,0,0,0,0,0
"('Case 1194', 2)","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[14, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,188,1,0,0,0,0,0,0
"('Case 1194', 3)","[1, 1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[14, 14, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,188,1,0,0,0,0,0,0
"('Case 1194', 4)","[1, 1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 12, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[14, 14, 14, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,188,1,0,0,0,0,0,0
"('Case 1194', 5)","[1, 1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 12, 12, 12, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[14, 14, 14, 14, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,188,1,0,0,0,0,0,0
"('Case 1195', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,363,0,0,0,0,0,0,0
